state,survey_type,total_kindergarten_population,percent_surveyed,target,footnotes,year,percent_vaccinated,vaccination
Missouri,Census,74413,100.0,95.0,*.§,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Missouri,Random sample,75958,3.0,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Missouri,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Missouri,2-stage Cluster Sample,75240,4.7,95.0,NaN,2011_12,95.1,2 doses Varicella Vaccination (unknown disease history)
Missouri,2-stage Cluster Sample,78416,5.9,95.0,NaN,2012_13,96.1,2 doses Varicella Vaccination (unknown disease history)
Missouri,Census,78140,100.0,95.0,*,2013_14,94.6,2 doses Varicella Vaccination (unknown disease history)
Missouri,Census,75900,100.0,95.0,*,2014_15,95.3,2 doses Varicella Vaccination (unknown disease history)
Missouri,Census,74413,100.0,95.0,*.§,2015_16,95.4,2 doses Varicella Vaccination (unknown disease history)
Missouri,Random sample,75958,3.0,95.0,NaN,2009_10,97.1,DTP/DTaP/DT Vaccination
Missouri,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Missouri,2-stage Cluster Sample,75240,4.7,95.0,NaN,2011_12,97.1,DTP/DTaP/DT Vaccination
Missouri,2-stage Cluster Sample,78416,5.9,95.0,NaN,2012_13,96.5,DTP/DTaP/DT Vaccination
Missouri,Census,78140,100.0,95.0,*,2013_14,96.0,DTP/DTaP/DT Vaccination
Missouri,Census,75900,100.0,95.0,*,2014_15,96.0,DTP/DTaP/DT Vaccination
Missouri,Census,74413,100.0,95.0,*.§,2015_16,95.6,DTP/DTaP/DT Vaccination
Missouri,Random sample,75958,3.0,95.0,NaN,2009_10,97.4,Hepatitis B Vaccination
Missouri,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Missouri,2-stage Cluster Sample,75240,4.7,95.0,NaN,2011_12,96.0,Hepatitis B Vaccination
Missouri,2-stage Cluster Sample,78416,5.9,95.0,NaN,2012_13,96.2,Hepatitis B Vaccination
Missouri,Census,78140,100.0,95.0,*,2013_14,96.5,Hepatitis B Vaccination
Missouri,Census,75900,100.0,95.0,*,2014_15,96.9,Hepatitis B Vaccination
Missouri,Census,74413,100.0,95.0,*.§,2015_16,96.9,Hepatitis B Vaccination
Missouri,Random sample,75958,3.0,95.0,NaN,2009_10,97.3,MMR Vaccination
Missouri,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Missouri,2-stage Cluster Sample,75240,4.7,95.0,NaN,2011_12,96.8,MMR Vaccination
Missouri,2-stage Cluster Sample,78416,5.9,95.0,NaN,2012_13,96.7,MMR Vaccination
Missouri,Census,78140,100.0,95.0,*,2013_14,95.5,MMR Vaccination
Missouri,Census,75900,100.0,95.0,*,2014_15,95.8,MMR Vaccination
Missouri,Census,74413,100.0,95.0,*.§,2015_16,95.7,MMR Vaccination
Missouri,Random sample,75958,3.0,95.0,NaN,2009_10,98.1,Polio Vaccination
Missouri,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Missouri,2-stage Cluster Sample,75240,4.7,95.0,NaN,2011_12,97.2,Polio Vaccination
Missouri,2-stage Cluster Sample,78416,5.9,95.0,NaN,2012_13,96.9,Polio Vaccination
Missouri,Census,78140,100.0,95.0,*,2013_14,95.9,Polio Vaccination
Missouri,Census,75900,100.0,95.0,*,2014_15,96.3,Polio Vaccination
Missouri,Census,74413,100.0,95.0,*.§,2015_16,96.0,Polio Vaccination
Montana,Census,12335,98.8,95.0,NaN,2009_10,NReq,1 dose Varicella Vaccination (unknown disease history)
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Montana,Census,12128,100.0,95.0,*,2011_12,NReq,1 dose Varicella Vaccination (unknown disease history)
Montana,Census,12516,95.8,95.0,NaN,2012_13,NReq,1 dose Varicella Vaccination (unknown disease history)
Montana,Census,12855,95.4,95.0,NaN,2013_14,NReq,1 dose Varicella Vaccination (unknown disease history)
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,NReq,1 dose Varicella Vaccination (unknown disease history)
Montana,Census,11484,100.0,95.0,*,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Montana,Census,12335,98.8,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Montana,Census,12128,100.0,95.0,*,2011_12,NReq,2 doses Varicella Vaccination (unknown disease history)
Montana,Census,12516,95.8,95.0,NaN,2012_13,NReq,2 doses Varicella Vaccination (unknown disease history)
Montana,Census,12855,95.4,95.0,NaN,2013_14,NReq,2 doses Varicella Vaccination (unknown disease history)
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,NReq,2 doses Varicella Vaccination (unknown disease history)
Montana,Census,11484,100.0,95.0,*,2015_16,93.6,2 doses Varicella Vaccination (unknown disease history)
Montana,Census,12335,98.8,95.0,NaN,2009_10,96.7,DTP/DTaP/DT Vaccination
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Montana,Census,12128,100.0,95.0,*,2011_12,94.8,DTP/DTaP/DT Vaccination
Montana,Census,12516,95.8,95.0,NaN,2012_13,94.5,DTP/DTaP/DT Vaccination
Montana,Census,12855,95.4,95.0,NaN,2013_14,94.8,DTP/DTaP/DT Vaccination
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,94.6,DTP/DTaP/DT Vaccination
Montana,Census,11484,100.0,95.0,*,2015_16,94.0,DTP/DTaP/DT Vaccination
Montana,Census,12335,98.8,95.0,NaN,2009_10,NReq,Hepatitis B Vaccination
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Montana,Census,12128,100.0,95.0,*,2011_12,NReq,Hepatitis B Vaccination
Montana,Census,12516,95.8,95.0,NaN,2012_13,NReq,Hepatitis B Vaccination
Montana,Census,12855,95.4,95.0,NaN,2013_14,NReq,Hepatitis B Vaccination
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,NReq,Hepatitis B Vaccination
Montana,Census,11484,100.0,95.0,*,2015_16,NReq,Hepatitis B Vaccination
Montana,Census,12335,98.8,95.0,NaN,2009_10,95.5,MMR Vaccination
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Montana,Census,12128,100.0,95.0,*,2011_12,95.0,MMR Vaccination
Montana,Census,12516,95.8,95.0,NaN,2012_13,94.8,MMR Vaccination
Montana,Census,12855,95.4,95.0,NaN,2013_14,93.7,MMR Vaccination
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,94.6,MMR Vaccination
Montana,Census,11484,100.0,95.0,*,2015_16,94.9,MMR Vaccination
Montana,Census,12335,98.8,95.0,NaN,2009_10,96.9,Polio Vaccination
Montana,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Montana,Census,12128,100.0,95.0,*,2011_12,95.7,Polio Vaccination
Montana,Census,12516,95.8,95.0,NaN,2012_13,95.0,Polio Vaccination
Montana,Census,12855,95.4,95.0,NaN,2013_14,95.3,Polio Vaccination
Montana,Census (public); Voluntary response (private),12501,95.7,95.0,NaN,2014_15,95.2,Polio Vaccination
Montana,Census,11484,100.0,95.0,*,2015_16,95.3,Polio Vaccination
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,97.2,1 dose Varicella Vaccination (unknown disease history)
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,24999,96.6,95.0,‡,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,27000,97.3,95.0,‡,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,96.8,2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,24999,96.6,95.0,‡,2012_13,94.7,2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,27000,97.3,95.0,‡,2013_14,94.9,2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,95.8,2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,97.3,2 doses Varicella Vaccination (unknown disease history)
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,98.7,DTP/DTaP/DT Vaccination
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,99.7,DTP/DTaP/DT Vaccination
Nebraska,Census,24999,96.6,95.0,‡,2012_13,95.5,DTP/DTaP/DT Vaccination
Nebraska,Census,27000,97.3,95.0,‡,2013_14,96.8,DTP/DTaP/DT Vaccination
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,96.4,DTP/DTaP/DT Vaccination
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,96.8,DTP/DTaP/DT Vaccination
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,97.5,Hepatitis B Vaccination
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,99.3,Hepatitis B Vaccination
Nebraska,Census,24999,96.6,95.0,‡,2012_13,96.2,Hepatitis B Vaccination
Nebraska,Census,27000,97.3,95.0,‡,2013_14,95.7,Hepatitis B Vaccination
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,96.9,Hepatitis B Vaccination
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,96.8,Hepatitis B Vaccination
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,97.5,MMR Vaccination
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,99.0,MMR Vaccination
Nebraska,Census,24999,96.6,95.0,‡,2012_13,96.0,MMR Vaccination
Nebraska,Census,27000,97.3,95.0,‡,2013_14,96.6,MMR Vaccination
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,96.0,MMR Vaccination
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,95.6,MMR Vaccination
Nebraska,Census,29607,96.4,95.0,NaN,2009_10,98.7,Polio Vaccination
Nebraska,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Nebraska,Census,26715,96.6,95.0,NaN,2011_12,99.5,Polio Vaccination
Nebraska,Census,24999,96.6,95.0,‡,2012_13,97.5,Polio Vaccination
Nebraska,Census,27000,97.3,95.0,‡,2013_14,97.1,Polio Vaccination
Nebraska,Census,26665,100.0,95.0,*. ‡,2014_15,97.6,Polio Vaccination
Nebraska,Census,30409,100.0,95.0,*.‡,2015_16,97.1,Polio Vaccination
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,76.5,1 dose Varicella Vaccination (unknown disease history)
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,90.3,2 doses Varicella Vaccination (unknown disease history)
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,92.2,2 doses Varicella Vaccination (unknown disease history)
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,93.6,2 doses Varicella Vaccination (unknown disease history)
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,92.9,2 doses Varicella Vaccination (unknown disease history)
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,93.4,2 doses Varicella Vaccination (unknown disease history)
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,97.9,DTP/DTaP/DT Vaccination
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,97.2,DTP/DTaP/DT Vaccination
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,96.6,DTP/DTaP/DT Vaccination
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,94.4,DTP/DTaP/DT Vaccination
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,93.2,DTP/DTaP/DT Vaccination
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,94.2,DTP/DTaP/DT Vaccination
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,98.0,Hepatitis B Vaccination
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,97.8,Hepatitis B Vaccination
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,96.8,Hepatitis B Vaccination
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,95.9,Hepatitis B Vaccination
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,96.7,Hepatitis B Vaccination
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,97.0,Hepatitis B Vaccination
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,94.5,MMR Vaccination
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,95.3,MMR Vaccination
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,93.6,MMR Vaccination
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,95.6,MMR Vaccination
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,94.0,MMR Vaccination
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,94.7,MMR Vaccination
Nevada,Random sample,35209,5.6,95.0,NaN,2009_10,98.7,Polio Vaccination
Nevada,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
Nevada,2-stage Cluster Sample,36557,5.2,95.0,NaN,2011_12,98.3,Polio Vaccination
Nevada,2-stage Cluster Sample,36070,4.3,95.0,NaN,2012_13,97.4,Polio Vaccination
Nevada,Stratified  2-stage cluster sample,35782,3.1,95.0,NaN,2013_14,94.8,Polio Vaccination
Nevada,Stratified 2-stage cluster sample,36755,2.8,95.0,NaN,2014_15,93.7,Polio Vaccination
Nevada,Stratified 2-stage cluster sample,37118,3.3,95.0,NaN,2015_16,95.6,Polio Vaccination
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Census,13240,100.0,95.0,*,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,NaN,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",2 doses Varicella Vaccination (unknown disease history)
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Census,13240,100.0,95.0,≥. *,2013_14,94.7,2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,≥,2014_15,91.4,2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,91.9,2 doses Varicella Vaccination (unknown disease history)
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",DTP/DTaP/DT Vaccination
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",DTP/DTaP/DT Vaccination
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",DTP/DTaP/DT Vaccination
New Hampshire,Census,13240,100.0,95.0,≥. *,2013_14,94.7,DTP/DTaP/DT Vaccination
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,≥,2014_15,91.4,DTP/DTaP/DT Vaccination
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,91.9,DTP/DTaP/DT Vaccination
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",Hepatitis B Vaccination
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",Hepatitis B Vaccination
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",Hepatitis B Vaccination
New Hampshire,Census,13240,100.0,95.0,≥. *,2013_14,94.7,Hepatitis B Vaccination
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,≥,2014_15,91.4,Hepatitis B Vaccination
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,91.9,Hepatitis B Vaccination
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",MMR Vaccination
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",MMR Vaccination
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",MMR Vaccination
New Hampshire,Census,13240,100.0,95.0,≥. *,2013_14,94.7,MMR Vaccination
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,≥,2014_15,91.4,MMR Vaccination
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,91.9,MMR Vaccination
New Hampshire,Not conducted,"NA","NA",95.0,NaN,2009_10,"NA",Polio Vaccination
New Hampshire,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
New Hampshire,Census,13022,100.0,95.0,*,2011_12,"NA",Polio Vaccination
New Hampshire,Census,12943,99.2,95.0,NaN,2012_13,"NA",Polio Vaccination
New Hampshire,Census,13240,100.0,95.0,≥. *,2013_14,94.7,Polio Vaccination
New Hampshire,Census (public); Voluntary response (private),12422,98.9,95.0,≥,2014_15,91.4,Polio Vaccination
New Hampshire,Census,11852,99.8,95.0,≥,2015_16,91.9,Polio Vaccination
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census,122516,96.7,95.0,≥. ‡,2012_13,97.0,1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,96.8,1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,≥. ‡,2014_15,92.3,1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,96.3,1 dose Varicella Vaccination (unknown disease history)
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census,122516,96.7,95.0,‡,2012_13,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,‡,2014_15,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,NReq,2 doses Varicella Vaccination (unknown disease history)
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,"NA",DTP/DTaP/DT Vaccination
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,"NA",DTP/DTaP/DT Vaccination
New Jersey,Census,122516,96.7,95.0,≥. ‡,2012_13,97.0,DTP/DTaP/DT Vaccination
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,96.8,DTP/DTaP/DT Vaccination
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,≥. ‡,2014_15,92.3,DTP/DTaP/DT Vaccination
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,96.3,DTP/DTaP/DT Vaccination
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,"NA",Hepatitis B Vaccination
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,"NA",Hepatitis B Vaccination
New Jersey,Census,122516,96.7,95.0,≥. ‡,2012_13,97.0,Hepatitis B Vaccination
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,96.8,Hepatitis B Vaccination
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,≥. ‡,2014_15,92.3,Hepatitis B Vaccination
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,96.3,Hepatitis B Vaccination
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,"NA",MMR Vaccination
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",MMR Vaccination
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,"NA",MMR Vaccination
New Jersey,Census,122516,96.7,95.0,≥. ‡,2012_13,97.0,MMR Vaccination
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,96.8,MMR Vaccination
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,≥. ‡,2014_15,92.3,MMR Vaccination
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,96.3,MMR Vaccination
New Jersey,Census,118347,95.1,95.0,NaN,2009_10,"NA",Polio Vaccination
New Jersey,"NA","NA","NA",95.0,"NA",2010_11,"NA",Polio Vaccination
New Jersey,Census,118669,96.6,95.0,NaN,2011_12,"NA",Polio Vaccination
New Jersey,Census,122516,96.7,95.0,≥. ‡,2012_13,97.0,Polio Vaccination
New Jersey,Census,123085,95.4,95.0,≥. ‡,2013_14,96.8,Polio Vaccination
New Jersey,Census (public); Voluntary response (private),120471,93.9,95.0,≥. ‡,2014_15,92.3,Polio Vaccination
New Jersey,Census,110116,100.0,95.0,≥.*,2015_16,96.3,Polio Vaccination
New Mexico,Random sample,26318,2.2,95.0,NaN,2009_10,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,"NA","NA","NA",95.0,"NA",2010_11,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,2-stage Cluster Sample,29159,2.0,95.0,NaN,2011_12,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,2-stage Cluster Sample,29279,3.3,95.0,‡ ,2012_13,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,Stratified  2-stage cluster sample,30725,2.7,95.0,‡,2013_14,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,Stratified 2-stage cluster sample,29918,3.3,95.0,†,2014_15,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,Stratified 2-stage cluster sample,29049,2.7,95.0,†,2015_16,"NA",1 dose Varicella Vaccination (unknown disease history)
New Mexico,Random sample,26318,2.2,95.0,NaN,2009_10,94.9,2 doses Varicella Vaccination (unknown disease history)
New Mexico,"NA","NA","NA",95.0,"NA",2010_11,"NA",2 doses Varicella Vaccination (unknown disease history)
New Mexico,2-stage Cluster Sample,29159,2.0,95.0,NaN,2011_12,94.2,2 doses Varicella Vaccination (unknown disease history)
New Mexico,2-stage Cluster Sample,29279,3.3,95.0,‡ ,2012_13,94.0,2 doses Varicella Vaccination (unknown disease history)
New Mexico,Stratified  2-stage cluster sample,30725,2.7,95.0,‡,2013_14,93.4,2 doses Varicella Vaccination (unknown disease history)
New Mexico,Stratified 2-stage cluster sample,29918,3.3,95.0,†,2014_15,97.2,2 doses Varicella Vaccination (unknown disease history)
New Mexico,Stratified 2-stage cluster sample,29049,2.7,95.0,†,2015_16,95.8,2 doses Varicella Vaccination (unknown disease history)
New Mexico,Random sample,26318,2.2,95.0,NaN,2009_10,99.0,DTP/DTaP/DT Vaccination
New Mexico,"NA","NA","NA",95.0,"NA",2010_11,"NA",DTP/DTaP/DT Vaccination
New Mexico,2-stage Cluster Sample,29159,2.0,95.0,NaN,2011_12,96.9,DTP/DTaP/DT Vaccination
New Mexico,2-stage Cluster Sample,29279,3.3,95.0,‡ ,2012_13,96.6,DTP/DTaP/DT Vaccination
New Mexico,Stratified  2-stage cluster sample,30725,2.7,95.0,‡,2013_14,97.4,DTP/DTaP/DT Vaccination
New Mexico,Stratified 2-stage cluster sample,29918,3.3,95.0,†,2014_15,96.4,DTP/DTaP/DT Vaccination
New Mexico,Stratified 2-stage cluster sample,29049,2.7,95.0,†,2015_16,94.7,DTP/DTaP/DT Vaccination
New Mexico,Random sample,26318,2.2,95.0,NaN,2009_10,99.1,Hepatitis B Vaccination
New Mexico,"NA","NA","NA",95.0,"NA",2010_11,"NA",Hepatitis B Vaccination
New Mexico,2-stage Cluster Sample,29159,2.0,95.0,NaN,2011_12,97.3,Hepatitis B Vaccination
New Mexico,2-stage Cluster Sample,29279,3.3,95.0,‡ ,2012_13,96.2,Hepatitis B Vaccination
New Mexico,Stratified  2-stage cluster sample,30725,2.7,95.0,‡,2013_14,97.2,Hepatitis B Vaccination
